name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-62 c,Confirmed,0.013,,,0.0126,0.0126,0.0,0.048,0.0027,0.0027,12.4417,0.0001,0.0001,0.0929,0.0009,0.0009,,,,89.7,0.2,0.2,,2013,2021-02-05,,,,,,,2454967.651,0.008,0.008,2454967.651,0.008,0.008,,,,,,,0.16,0.09,0.09,,,,,,,578.0,31.0,31.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 c, K00701.05, KIC 9002278 c, KOI-701 c, KOI-701.05, WISE J185251.03+452059.0  c",,Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,K2 V,7.0,-4.0,4.0,4925.0,70.0,70.0,,,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 d,Confirmed,0.044,0.044,0.0,,,,0.174,0.0063,0.0063,18.16406,2e-05,2e-05,0.12,0.001,0.001,,,,89.7,0.3,0.3,,2013,2021-02-05,,,,,,,2455013.8117,0.0008,0.0008,2455013.8117,0.0008,0.0008,,,,,,,0.22,0.13,0.13,,,,,,,510.0,28.0,28.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 d, K00701.01, KIC 9002278 d, KOI-701 d, KOI-701.01, WISE J185251.03+452059.0  d",,Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,K2 V,7.0,-4.0,4.0,4925.0,70.0,70.0,,,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 e,Confirmed,0.113,0.113,0.0,,,,0.144,0.0045,0.0045,122.3874,0.0008,0.0008,0.427,0.004,0.004,,,,89.98,0.02,0.02,,2013,2021-02-05,,,,,,,2454983.404,0.003,0.003,2454983.404,0.003,0.003,,,,,,,0.06,0.05,0.05,,,,,,,270.0,15.0,15.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 e, K00701.03, KIC 9002278 e, KOI-701 e, KOI-701.03, WISE J185251.03+452059.0  e",,Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,K2 V,7.0,-4.0,4.0,4925.0,70.0,70.0,,,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 f,Confirmed,0.11,0.11,0.0,,,,0.126,0.0063,0.0063,267.291,0.005,0.005,0.718,0.007,0.007,,,,89.9,0.03,0.03,,2013,2021-02-05,,,,,,,2455422.71,0.006,0.006,2455412.71,0.0006,0.0006,,,,,,,0.41,0.14,0.14,,,,,,,208.0,11.0,11.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 f, K00701.04, KIC 9002278 f, KOI-701 f, KOI-701.04, WISE J185251.03+452059.0  f",,Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,,,-0.37,0.04,0.04,0.69,0.02,0.02,0.64,0.02,0.02,K2 V,7.0,-4.0,4.0,4925.0,70.0,70.0,,,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-63 b,Confirmed,0.378,,,,,,0.545,0.02,0.02,9.4341505,1e-06,1e-06,0.08,0.002,0.002,0.45,,,87.806,0.019,0.018,,2013,2021-02-05,,,,,,,2455010.84307,5e-05,5e-05,,,,,,,,,,0.732,0.003,0.003,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19165428+4932535 b, K00063.01, KIC 11554435 b, KOI-63 b, KOI-63.01, WISE J191654.29+493253.6  b",,Kepler-63,289.226179,49.548203,12.02,,10.399,10.096,,200.0,15.0,15.0,0.05,0.08,0.08,0.98,0.04,0.04,0.9,0.02,0.03,,0.21,-0.045,0.045,5576.0,50.0,50.0,,,"TYC 3550-458-1, 2MASS J19165428+4932535, KIC 11554435, KOI-63, WISE J191654.29+493253.6"
Kepler-64 (AB)b,Confirmed,0.53,0.53,0.0,,,,0.553,0.015,0.015,138.506,0.1,0.1,0.634,0.011,0.011,0.0539,0.0081,0.0081,90.0,0.07,0.07,,2013,2024-08-12,348.0,6.7,5.0,,,,,,,2455074.71,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KIC 4862625 (AB) b, PH1 (AB) b",,Kepler-64 (AB),298.2167,39.955,,,,,,,,,,,,1.93,0.09,0.09,1.7,,,F+M,,,,,,,,,KIC 4862625 (AB)
Kepler-65 d,Confirmed,0.034,0.034,0.0,,,,0.136,0.004,0.004,8.13123,2e-05,2e-05,0.084,0.002,0.006,0.1,0.1,0.23,,,,,2012,2022-08-31,,,,,,,2454970.9905,0.0016,0.0016,,,,,,,,,,0.53,0.02,0.07,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19144528+4109042 d, K00085.03, KIC 5866724 d, KOI-85 d, KOI-85.03, TYC 3125-976-1 d, WISE J191445.29+410904.0  d",,Kepler-65,288.6887,41.151173,11.018,10.882,10.066,9.852,9.806,306.39,2.71,2.71,0.17,0.06,0.06,1.25,0.06,0.06,1.41,0.03,0.03,B,2.9,-0.7,0.7,6211.0,66.0,66.0,,,"KOI 85, KIC 5866724, 2MASS J19144528+4109042, KOI-85, TYC 3125-976-1, WISE J191445.29+410904.0"
Kepler-66 b,Confirmed,0.047,,,,,,0.25,0.006,0.006,17.815815,7.5e-05,7.5e-05,0.1352,0.0017,0.0017,,,,,,,,2013,2021-02-05,,,,,,,2454967.4854,0.0025,0.0025,2454967.4854,0.0025,0.0025,,,,,,,0.56,0.26,0.26,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19355557+4641158 b, K01958.01, KIC 9836149 b, KOI-1958 b, KOI-1958.01, WISE J193555.58+464116.0  b",,Kepler-66,293.981569,46.687748,15.3,,14.021,13.689,,1107.0,90.0,90.0,-0.2,0.1,0.1,1.04,0.04,0.04,0.97,0.04,0.04,G0 V,1.0,0.17,0.17,5962.0,79.0,79.0,,,"2MASS J19355557+4641158, KIC 9836149, KOI-1958, WISE J193555.58+464116.0"
Kepler-67 b,Confirmed,0.047,,,,,,0.262,0.014,0.014,15.7259,0.00011,0.00011,0.1171,0.0015,0.0015,,,,,,,,2013,2021-02-05,,,,,,,2454966.9855,0.0048,0.0048,2454966.9855,0.0048,0.0048,,,,,,,0.37,0.21,0.21,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19363680+4609591 b, K02115.01, KIC 9532052 b, KOI-2115 b, KOI-2115.01, WISE J193636.77+460958.8 b",,Kepler-67,294.153336,46.166438,16.4,,14.741,14.341,,1107.0,90.0,90.0,-0.2,0.1,0.1,0.86,0.03,0.03,0.78,0.03,0.03,G9 V,1.0,0.17,0.17,5331.0,63.0,63.0,,,"2MASS J19363680+4609591, KIC 9532052, KOI-2115, WISE J193636.77+460958.8"
Kepler-68 b,Confirmed,0.02407,0.00415,0.00431,,,,0.206,0.05,0.08,5.3988,,,0.0617,0.00056,0.00056,0.0,,,87.6,0.9,0.9,,2013,2025-04-01,0.0,,,,,,2455703.2978,,,2455006.85729,0.00042,0.00042,,,,,,,0.48,0.01,0.01,,,,2.7,0.46,0.48,1280.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"TOI-1290 b, KOI-246 b, KOI-246.01, K00246.01, KIC 11295426 b, TYC 3551-189-1 b, WISE J192407.75+490224.8 b, 2MASS J19240775+4902249 b",,Kepler-68,291.032305,49.040272,,,8.975,8.662,,144.166,0.435,0.435,0.126,0.004,0.004,1.064,0.134,0.134,1.259,0.0682,0.0682,G2IV-V,6.84,1.04,0.9,5793.0,74.0,74.0,,,"WISE J192407.75+490224.8, KOI-246, KIC 11295426, TOI-1290, BD+48 2893, 2MASS J19240775+4902249"
Kepler-68 c,Confirmed,0.00642,0.0056,0.00541,,,,0.0827,0.0022,0.0022,9.6051,,,0.09059,0.00082,0.00082,0.0,,,86.93,0.41,0.41,,2013,2025-04-01,0.0,,,,,,2455708.9682,,,2454969.3805,0.0041,0.0041,,,,,,,0.77,0.01,0.01,,,,0.59,0.52,0.5,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-246 c, KOI-246.02, WISE J192407.75+490224.8 c, TOI-1290 c, K00246.02, KIC 11295426 c, TYC 3551-189-1 c, 2MASS J19240775+4902249 c",,Kepler-68,291.032305,49.040272,,,8.975,8.662,,144.166,0.435,0.435,0.126,0.004,0.004,1.064,0.134,0.134,1.259,0.0682,0.0682,G2IV-V,6.84,1.04,0.9,5793.0,74.0,74.0,,,"WISE J192407.75+490224.8, KOI-246, KIC 11295426, TOI-1290, BD+48 2893, 2MASS J19240775+4902249"
Kepler-6 b,Confirmed,0.668,0.035,0.038,,,,1.304,0.033,0.018,3.2346996,4e-07,4e-07,0.04852,0.00133,0.00074,0.0,,,88.93,0.17,0.19,,2009,2021-02-05,,,,,,,2454954.486528,1.2e-05,9e-06,2454954.48636,0.00014,0.00014,,,,,,,0.141,0.025,0.022,,,,80.9,2.6,2.6,1460.0,10.0,10.0,,,0.07,0.03,0.03,,Published in a refereed paper,Primary Transit,,,"2MASS J19472094+4814238 b, K00017.01, KIC 10874614 b, KOI-17 b, KOI-17.01, WISE J194720.94+481423.9  b",,Kepler-6,296.837254,48.239964,,,12.001,11.706,,597.14,5.16,5.16,0.34,0.04,0.04,1.21,0.04,0.04,1.39,0.03,0.02,,3.8,1.0,1.0,5647.0,44.0,44.0,,,"2MASS J19472094+4814238, KIC 10874614, KOI-17, WISE J194720.94+481423.9"
Kepler-70 b,Confirmed,0.0014,,,,,,0.068,,,0.240104,4e-06,4e-06,0.006,,,,,,65.0,,,5e-06,2011,2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,Theoretical,,"KOI-55.01, 2MASS J19452546+4105339 b, KIC 5807616 b, WISE J194525.47+410534.7 b, KOI-55 b",,Kepler-70,296.356105,41.092755,14.87,,15.356,15.593,,1180.0,95.0,95.0,,,,0.5,0.0,0.0,0.2,0.01,0.01,B,0.0184,0.001,0.001,27730.0,270.0,270.0,,,"KOI-55, 2MASS J19452546+4105339, KIC 5807616, WISE J194525.47+410534.7, KPD 1943+4058"
Kepler-70 c,Confirmed,0.0021,,,,,,0.077,,,0.342887,1.3e-05,1.3e-05,0.0076,,,,,,65.0,,,6e-06,2011,2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,"KOI-55 c, 2MASS J19452546+4105339 c, KIC 5807616 c, WISE J194525.47+410534.7 c, KOI-55.02",,Kepler-70,296.356105,41.092755,14.87,,15.356,15.593,,1180.0,95.0,95.0,,,,0.5,0.0,0.0,0.2,0.01,0.01,B,0.0184,0.001,0.001,27730.0,270.0,270.0,,,"KOI-55, 2MASS J19452546+4105339, KIC 5807616, WISE J194525.47+410534.7, KPD 1943+4058"
Kepler-74 b,Confirmed,0.63,0.12,0.12,,,,0.96,0.02,0.02,7.340711,6e-06,6e-06,0.0781,0.0007,0.0007,0.0,,,87.46,0.07,0.07,,2013,2021-02-05,64.0,21.0,21.0,2454967.04,0.21,0.34,2455187.56737,0.00014,0.00014,2454967.3453,0.0003,0.0003,,,,,,,0.685,0.011,0.011,,,,59.0,11.0,11.0,1078.0,19.0,19.0,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-200 b, 2MASS J19322220+4121198 b, K00200.01, KIC 6046540 b, KOI-200.01, WISE J193222.20+412119.7  b",,Kepler-74,293.092525,41.355523,14.23,,13.306,13.008,,1218.33,30.24,30.24,0.42,0.11,0.11,1.18,0.04,0.04,1.12,0.04,0.04,F8 V,0.8,-0.5,0.9,6000.0,100.0,100.0,,,"2MASS J19322220+4121198, KIC 6046540, KOI-200, WISE J193222.20+412119.7"
Kepler-75 b,Confirmed,10.1,0.4,0.4,,,,1.05,0.03,0.03,8.8849116,3.4e-06,3.4e-06,0.0818,0.0012,0.0012,0.57,0.01,0.01,89.12,0.64,0.51,,2013,2021-02-05,63.5,1.7,1.7,2455002.841,0.011,0.011,2455640.4403,0.00012,0.00012,2455002.991,0.0002,0.0002,,,,,,,0.13,0.08,0.09,,,,1287.0,25.0,25.0,767.0,16.0,16.0,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-889 b, 2MASS J19243302+3634385 b, K00889.01, KIC 757450 b, KOI-889.01, WISE J192433.02+363438.3 b",,Kepler-75,291.137593,36.577386,15.0,,13.665,13.262,,855.5,19.1,19.1,0.3,0.12,0.12,0.91,0.04,0.04,0.89,0.02,0.02,K0 V,6.2,-2.8,3.5,5200.0,100.0,100.0,,,"2MASS J19243302+3634385, KIC 757450, KOI-889, WISE J192433.02+363438.3"
Kepler-76 b,Confirmed,2.01,0.35,0.37,,,,1.36,0.12,0.12,1.5449298,4e-07,4e-07,0.0274,0.0019,0.002,,,,77.55,0.17,0.2,,2013,2021-02-05,,,,,,,2454966.54841,2e-05,1e-05,2454966.54811,7e-05,7e-05,,,,,,,0.9623,0.0049,0.004,,,,306.0,20.0,20.0,2140.0,40.0,40.0,,,,,,,Published in a refereed paper,Other,,,"2MASS J19364610+3937084 b, K01658.01, KIC 4570949 b, KOI-1658 b, KOI-1658.01, WISE J193646.10+393708.3  b",,Kepler-76,294.192118,39.619003,14.0,,12.343,12.134,,842.87,10.73,10.73,-0.1,0.2,0.2,1.2,0.2,0.2,1.32,0.08,0.08,F,,,,6409.0,95.0,95.0,,,"2MASS J19364610+3937084, KIC 4570949, KOI-1658, WISE J193646.10+393708.3"
Kepler-77 b,Confirmed,0.43,0.032,0.032,,,,0.96,0.016,0.016,3.57878087,2.3e-07,2.3e-07,0.04501,0.00063,0.00063,0.0,,,88.0,0.11,0.11,,2013,2021-02-05,,,,,,,2455095.865727,2.9e-05,2.9e-05,2455095.865727,2.9e-05,2.9e-05,,,,,,,0.341,0.017,0.017,,,,59.2,4.3,4.3,1440.0,120.0,100.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19182590+4420435 b, K00127.01, KIC 8359498 b, KOI-127 b, KOI-127.01, WISE J191825.91+442043.5  b",,Kepler-77,289.607956,44.345425,15.0,,12.758,12.444,,570.0,70.0,70.0,0.2,0.05,0.05,0.95,0.04,0.04,0.99,0.02,0.02,G5 V,7.5,2.0,2.0,5520.0,60.0,60.0,,,"2MASS J19182590+4420435, KIC 8359498, KOI-127, WISE J191825.91+442043.5"
Kepler-78 Ab,Confirmed,0.00619,0.00168,0.00168,,,,0.1,0.01,0.01,0.35500744,6e-08,6e-08,0.01,0.011,0.0025,,,,79.0,14.0,9.0,,2013,2024-08-04,,,,,,,,,,2454953.95984,0.00015,0.00015,,,,,,,,,,,,,2.0,0.3,0.3,2330.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KIC 8435766 b, WISE J193458.03+442653.7 b, Kepler-78 b, 2MASS J19345800+4426539 b",,Kepler-78 A,293.74169,44.44833,12.0,,10.184,9.675,,124.376,0.33,0.33,-0.18,0.08,0.08,0.779,0.046,0.032,0.7475,0.0078,0.0077,K0V,0.625,0.15,0.15,5058.0,50.0,50.0,,Yes,"WISE J193458.03+442653.7, TYC 3147-188-1, KIC 8435766, 2MASS J19345800+4426539"
Kepler-79 b,Confirmed,0.0343,0.019,0.023,,,,0.31,0.006,0.006,13.4845,0.0002,0.0002,0.117,0.002,0.002,0.015,0.006,0.012,88.78,0.09,0.07,,2012,2021-02-05,,,,,,,2455684.307,0.002,0.002,,,,,,,,,,0.41,0.036,0.021,,,,,,,868.0,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J20020411+4422536 b, K00152.03, KIC 8394721 b, KOI-152 b, KOI-152.03, WISE J200204.12+442253.3  b",,Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,17.98,17.98,-0.073,0.009,0.062,1.17,0.04,0.04,1.3,0.03,0.03,,3.44,0.91,0.6,6174.0,117.0,83.0,,,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-79 c,Confirmed,0.019,0.0072,0.006,,,,0.332,0.007,0.007,27.4029,0.0006,0.0008,0.187,0.003,0.002,0.03,0.021,0.027,89.48,0.09,0.07,,2012,2021-02-05,,,,,,,2455706.475,0.004,0.004,,,,,,,,,,0.278,0.037,0.047,,,,,,,685.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J20020411+4422536 c, K00152.02, KIC 8394721 c, KOI-152 c, KOI-152.02, WISE J200204.12+442253.3  c",,Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,17.98,17.98,-0.073,0.009,0.062,1.17,0.04,0.04,1.3,0.03,0.03,,3.44,0.91,0.6,6174.0,117.0,83.0,,,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-79 d,Confirmed,0.019,0.005,0.0066,,,,0.639,0.014,0.012,52.0902,0.001,0.001,0.287,0.004,0.004,0.025,0.023,0.059,89.93,0.03,0.07,,2014,2021-02-05,,,,,,,2455721.011,0.001,0.002,,,,,,,,,,0.056,0.056,0.022,,,,,,,553.0,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J20020411+4422536 d, K00152.01, KIC 8394721 d, KOI-152 d, KOI-152.01, WISE J200204.12+442253.3  d",,Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,17.98,17.98,-0.073,0.009,0.062,1.17,0.04,0.04,1.3,0.03,0.03,,3.44,0.91,0.6,6174.0,117.0,83.0,,,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-79 e,Confirmed,0.013,0.0035,0.0038,,,,0.311,0.012,0.012,81.0659,0.0013,0.0013,0.386,0.005,0.005,0.012,0.005,0.044,89.13,0.02,0.02,,2014,2021-02-05,,,,,,,2455702.126,0.005,0.003,,,,,,,,,,0.963,0.016,0.015,,,,,,,477.0,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J20020411+4422536 e, K00152.04, KIC 8394721 e, KOI-152 e, KOI-152.04, WISE J200204.12+442253.3  e",,Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,17.98,17.98,-0.073,0.009,0.062,1.17,0.04,0.04,1.3,0.03,0.03,,3.44,0.91,0.6,6174.0,117.0,83.0,,,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-7 b,Confirmed,0.441,0.042,0.043,,,,1.622,0.013,0.013,4.8854892,9e-07,9e-07,0.06067,0.00059,0.00059,0.1,0.1,0.1,85.161,0.054,0.055,,2009,2021-02-05,357.1,2.8,2.8,,,,2454967.27687,2e-05,3e-05,2454967.27599,0.0002,0.0002,,,,,,,0.5599,0.0046,0.0045,,,,42.9,3.5,3.5,1630.0,10.0,10.0,,,0.32,0.03,0.03,,Published in a refereed paper,Primary Transit,,,"2MASS J19141956+4105233 b, K00097.01, KIC 5780885 b, KOI-97 b, KOI-97.01, WISE J191419.55+410523.1  b",,Kepler-7,288.581516,41.0898,,,11.833,11.601,,947.46,21.11,21.11,0.11,0.03,0.03,1.36,0.03,0.03,1.97,0.01,0.01,,3.5,1.0,1.0,5933.0,44.0,44.0,,,"2MASS J19141956+4105233, KIC 5780885, KOI-97, WISE J191419.55+410523.1"
Kepler-80 b,Confirmed,0.0218,0.0022,0.0033,,,,0.238,0.009,0.009,7.05246,0.00022,0.0002,0.0648,0.0009,0.0009,,,,89.34,0.62,0.46,,2012,2021-02-05,,,,,,,2455658.399,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"KOI-500 b, 2MASS J19442701+3958436 b, K00500.01, KIC 4852528 b, KOI-500.01, WISE J194427.01+395843.5  b",,Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,,,0.04,0.08,0.08,0.73,0.03,0.03,0.68,0.02,0.02,K5,2.0,-1.0,1.0,4540.0,100.0,100.0,,,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-80 c,Confirmed,0.02121,0.00271,0.00387,,,,0.244,0.009,0.011,9.52355,0.00029,0.00041,0.0792,0.0011,0.0011,,,,89.33,0.57,0.47,,2012,2021-02-05,,,,,,,2455696.047,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"KOI-500 c, 2MASS J19442701+3958436 c, K00500.02, KIC 4852528 c, KOI-500.02, WISE J194427.01+395843.5  c",,Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,,,0.04,0.08,0.08,0.73,0.03,0.03,0.68,0.02,0.02,K5,2.0,-1.0,1.0,4540.0,100.0,100.0,,,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-80 d,Confirmed,0.02124,0.0016,0.00217,,,,0.136,0.006,0.008,3.07222,4e-05,6e-05,0.0372,0.0005,0.0005,,,,88.35,1.51,1.12,,2014,2021-02-05,,,,,,,2455695.129,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"KOI-500 d, 2MASS J19442701+3958436 d, K00500.03, KIC 4852528 d, KOI-500.03, WISE J194427.01+395843.5  d",,Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,,,0.04,0.08,0.08,0.73,0.03,0.03,0.68,0.02,0.02,K5,2.0,-1.0,1.0,4540.0,100.0,100.0,,,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-80 e,Confirmed,0.01299,0.00299,0.00255,,,,0.143,0.006,0.007,4.64489,0.00019,0.0002,0.0491,0.0007,0.0007,,,,88.79,1.07,0.84,,2014,2021-02-05,,,,,,,2455696.915,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"KOI-500 e, 2MASS J19442701+3958436 e, K00500.04, KIC 4852528 e, KOI-500.04, WISE J194427.01+395843.5  e",,Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,,,0.04,0.08,0.08,0.73,0.03,0.03,0.68,0.02,0.02,K5,2.0,-1.0,1.0,4540.0,100.0,100.0,,,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-82 b,Confirmed,0.03823,0.00274,0.00302,,,,0.363,0.009,0.021,26.44,0.48,0.48,0.1683,0.002,0.002,0.0033,0.00017,0.0019,89.052,0.096,0.049,,2012,2021-02-05,236.0,26.0,23.0,,,,,,,2455027.12502,0.00138,0.00138,,,,,,,,,,,,,,,,581.0,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"KOI-880 b, 2MASS J19312961+4257580 b, K00880.01, KIC 7366258 b, KOI-880.01, WISE J193129.62+425758.0  b",,Kepler-82,292.87339,42.966137,,,13.879,13.527,13.518,927.97,23.07,23.07,0.15,0.1,0.1,0.91,0.03,0.03,0.9,0.02,0.04,,,,,5428.0,100.0,100.0,,,"KOI-880, KIC 7366258, 2MASS J19312961+4257580 , 2MASS J19312961+4257580, WISE J193129.62+425758.0"
Kepler-82 c,Confirmed,0.04373,0.00378,0.00409,,,,0.476,0.012,0.029,51.54,0.94,0.94,0.2626,0.0032,0.0032,0.007,0.0018,0.0016,90.15,0.22,0.18,,2012,2021-02-05,162.0,20.0,12.0,,,,,,,2455007.11378,0.00099,0.00099,,,,,,,,,,,,,,,,464.0,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J19312961+4257580 c, K00880.02, KIC 7366258 c, KOI-880 c, KOI-880.02, WISE J193129.62+425758.0  c",,Kepler-82,292.87339,42.966137,,,13.879,13.527,13.518,927.97,23.07,23.07,0.15,0.1,0.1,0.91,0.03,0.03,0.9,0.02,0.04,,,,,5428.0,100.0,100.0,,,"KOI-880, KIC 7366258, 2MASS J19312961+4257580 , 2MASS J19312961+4257580, WISE J193129.62+425758.0"
Kepler-84 Ac,Confirmed,0.0636,0.0321,0.0425,,,,0.281,0.0393,0.0437,12.88291395,6.888e-05,6.888e-05,0.1072,,,0.0,,,81.13,,,,2012,2024-07-29,,,,,,,,,,2454968.187,0.00424,0.00424,,,,,,,0.962,0.565,0.048,,,,,,,865.0,,,,,,,,,Announced on a website,"Primary Transit, TTV",TTV,Primary Transit,"KOI-1589 c, KOI-1589.02, K01589.02, KIC 5301750 c, WISE J195300.48+402945.9 c, 2MASS J19530049+4029458 c",,Kepler-84 A,298.252049,40.496077,15.032,,13.583,13.234,13.19,1053.44,156.54,156.54,-0.18,0.15,0.15,0.987,0.064,0.072,1.131,0.158,0.176,F9/G0V,3.98,1.91,1.83,6036.0,132.0,120.0,,,"KIC 5301750, WISE J195300.48+402945.9, KOI-1589, 2MASS J19530049+4029458"
Kepler-85 b,Confirmed,0.0465,,,,,,0.176,0.009,0.009,8.306,,,0.07891,,,,,,,,,,2012,2021-02-05,,,,,,,,,,2454972.7166,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19235362+4517251 b, K02038.01, KIC 8950568 b, KOI-2038 b, KOI-2038.01, WISE J192353.62+451725.0  b",,Kepler-85,290.973429,45.290318,15.0,,13.552,13.192,,782.09,13.95,13.95,,,,0.95,,,0.89,0.13,0.13,,,,,5436.0,100.0,100.0,,,"2MASS J19235362+4517251, KIC 8950568, KOI-2038, WISE J192353.62+451725.0"
